Municipality,Municipality District,Community,Condo Corp#,Building Name,Unit #,Apt/Unit #,Street #,Street Name,Address,Postal Code,Bedrooms,Bedrooms +,Beds,Bedrooms Total,WR,Balcony,Type,SqFt,Approx Age,Status,Exposure,Parking Included,Total Parking Spaces,Locker,Building Amenities,Maintenance,Taxes,MLS#,Listing Entry Date,Original Price,Price,List Price,Sold Price,% Listing Price,Sold Date,Closed Date,DOM,Square Foot Source,Suspended Date,Suspended Entry Date,Terminated Date,Terminated Entry Date,PIN#,Assessment Roll #,List Brokerage,Contract Date,Co-Operating Brokerage,Last Update Date,Full Address,location,Latitude,Longitude
Toronto,Toronto C01,Little Portugal,2448,,12,1215W,36,Lisgar,36 Lisgar St 1215W‚ Toronto,M6J 0C7,2,,2,2,2,Open,Condo Apt‚ Apartment,500-599,2024-06-10 0:00,EXP,W,Y,1,Owned,"Bike Storage, Concierge, Gym, Party/Meeting Room, Visitor Parking",589,1985.5,C7252750,10/27/2023,625000,625000,625000,,,,,66,Floorplan,,,,,764480563,1.90E+14,BOSLEY REAL ESTATE LTD.,10/26/2023,,1/1/2024,"36 Lisgar st, Toronto, ON, Canada","36 Lisgar St, Toronto, ON M6J 0C7, Canada",43.6419929,-79.4235282
Toronto,Toronto C01,Waterfront Communities C1,2691,Exchange Condo,34,911,90,Queens Wharf,90 Queens Wharf Rd 911‚ Toronto,M5V 0J4,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,0-5,SUS,N,,1,,"Bike Storage, Concierge, Exercise Room, Gym, Indoor Pool, Visitor Parking",400,2237,C7280104,11/7/2023,650000,628000,628000,,,,,57,Per Floor Plan,1/3/2024,1/3/2024,,,213940228,,RE/MAX DYNAMICS REALTY,11/7/2023,,1/3/2024,"90 Queens Wharf st, Toronto, ON, Canada","90 Queens Wharf Rd, Toronto, ON M5V 0E6, Canada",43.6388091,-79.3997521
Toronto,Toronto C01,Niagara,2302,The Bridge,26,926,38,Joe Shuster,38 Joe Shuster Way 926‚ Toronto,M6K 0A5,2,,2,2,1,Open,Condo Apt‚ Apartment,600-699,,EXP,Ne,,0,Owned,"Concierge, Exercise Room, Indoor Pool",522.02,2052.12,C7240316,10/23/2023,629000,629000,629000,,,,,69,675Sqft As Per Mpac,,,,,763020336,1.90E+14,ROYAL LEPAGE SIGNATURE REALTY,10/23/2023,,1/1/2024,"38 Joe Shuster st, Toronto, ON, Canada","38 Joe Shuster Way, Toronto, ON M6K 0A5, Canada",43.6405102,-79.4245603
Toronto,Toronto C01,Waterfront Communities C1,2376,,6,1106,560,King,560 King St W 1106‚ Toronto,M5V 1M3,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,EXP,N,,0,Owned,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",441.05,0,C7060502,10/5/2023,629000,629000,629000,,,,,88,Seller,,,,,212390463,,REALTY WEALTH GROUP INC.,10/5/2023,,1/2/2024,"560 King st, Toronto, ON, Canada","560 King St W, Toronto, ON M5V 0L5, Canada",43.6449218,-79.3990768
Toronto,Toronto C01,Niagara,2150,,10,1510,135,East Liberty,135 East Liberty St 1510‚ Toronto,M6K 3P6,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,EXP,E,,0,Owned,"Concierge, Gym, Party/Meeting Room, Visitor Parking",534.1,2791.69,C7223076,10/16/2023,629900,629900,629900,,,,,76,Per Builder,,,,,212990071,,SUTTON GROUP-ADMIRAL REALTY INC.,10/16/2023,,1/1/2024,"135 East Liberty st, Toronto, ON, Canada","135 E Liberty St, Toronto, ON M6K 0G7, Canada",43.638566,-79.416906
Toronto,Toronto C01,Waterfront Communities C1,2458,Spectra,17,3007,85,Queens Wharf,85 Queens Wharf Rd 3007‚ Toronto,M5V 0J9,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,EXP,Nw,,0,Owned,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Security System, Visitor Parking",451.86,2578.48,C7005172,9/15/2023,659000,638000,638000,,,,,107,As Per Builder's Plan.,,,,,764580000,,LIVING REALTY INC.,9/15/2023,,1/1/2024,"85 Queens Wharf st, Toronto, ON, Canada","85 Queens Wharf Rd, Toronto, ON M5V 0J9, Canada",43.6389055,-79.3986983
Toronto,Toronto C01,Kensington-Chinatown,2599,Sq At Alexandra Park,5,208,38,Cameron,38 Cameron St 208‚ Toronto,M5T 0C3,1,,1,1,1,Terr,Condo Apt‚ Apartment,600-699,0-5,EXP,Ne,,0,,"Bbqs Allowed, Bus Ctr (Wifi Bldg), Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",489.97,2531.84,C7009026,9/18/2023,659000,649000,649000,,,,,104,610 Sqft Interior + 150 Sqft Terrace,,,,,765990015,1.90E+14,HOMELIFE LANDMARK REALTY INC.,9/18/2023,,1/1/2024,"38 Cameron st, Toronto, ON, Canada","38 Cameron St, Toronto, ON M5T 0C3, Canada",43.6496919,-79.39822
Toronto,Toronto C01,Bay Street Corridor,1424,The Allegro,2,1902,909,Bay,909 Bay St 1902‚ Toronto,M5S 3G2,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,EXP,W,Y,1,Owned,"Concierge, Gym, Party/Meeting Room, Visitor Parking",465.39,2152.07,C6810660,9/12/2023,675000,649000,649000,,,,,110,498 Sq Ft + Balc,,,,,124240123,1.90E+14,RE/MAX PRIME PROPERTIES - UNIQUE GROUP,9/12/2023,,1/1/2024,"909 Bay st, Toronto, ON, Canada","909 Bay St., Toronto, ON M5S 3G2, Canada",43.6636895,-79.3866053
Toronto,Toronto C01,Niagara,2915,,6,806,135,East Liberty,135 East Liberty St 806‚ Toronto,M6K 0G7,1,1,1Ã‚Â +Ã‚Â 1,2,1,Encl,Condo Apt‚ Apartment,600-699,0-5,EXP,Nw,,0,Owned,"Concierge, Exercise Room, Games Room, Gym, Party/Meeting Room",558.54,2960.72,C6184696,6/20/2023,649000,649000,649000,,,,,194,Builder Plan Provided By Seller,,,,,769150024,1.90E+14,"INTERNATIONAL REALTY FIRM, INC.",6/20/2023,,1/1/2024,"135 East Liberty st, Toronto, ON, Canada","135 E Liberty St, Toronto, ON M6K 0G7, Canada",43.638566,-79.416906
Toronto,Toronto C01,Waterfront Communities C1,1694,Harbour View Estates I,8,3608,10,Navy Wharf,10 Navy Wharf Crt 3608‚ Toronto,M5V 3V2,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,600-699,,Sold,E,,1,,"Bus Ctr (Wifi Bldg), Concierge, Exercise Room, Guest Suites, Gym, Indoor Pool",647.76,2425.24,C7369938,12/28/2023,668900,650000,668900,650000,97,1/3/2024,1/31/2024,7,665 Sqft Interior + 21 Sqft Exterior,,,,,127640000,,RE/MAX PLUS CITY TEAM INC.,12/27/2023,"THE REAL ESTATE OFFICE INC., BROKERAGE",1/5/2024,"10 Navy Wharf st, Toronto, ON, Canada","10 Navy Wharf Ct, Toronto, ON M5V 3V2, Canada",43.6404514,-79.3919349
Toronto,Toronto C01,Waterfront Communities C1,2130,,20,1309,55,Bremner,55 Bremner Blvd 1309‚ Toronto,M5J 0A6,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,EXP,S,,0,,"Concierge, Exercise Room, Gym, Indoor Pool, Outdoor Pool, Party/Meeting Room",456.95,2034.83,C6733744,8/10/2023,659000,659000,659000,,,,,143,Previous Listing,,,,,761300091,,CENTURY 21 PERCY FULTON LTD.,8/10/2023,,1/1/2024,"55 Bremner st, Toronto, ON, Canada","Maple Leaf Square, 55 Bremner Blvd, Toronto, ON M5J 0A6, Canada",43.642884,-79.3804767
Toronto,Toronto C01,Niagara,2792,,10,3011,19,Western Battery,19 Western Battery Rd 3011‚ Toronto,M6K 3S4,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,600-699,0-5,TER,W,Y,1,,"Bbqs Allowed, Concierge, Exercise Room, Gym, Indoor Pool, Visitor Parking",580.49,2851.6,C7281428,11/7/2023,659000,659000,659000,,,,,51,567 Sqft + 39 Sqft Balcony,,,12/28/2023,1/2/2024,767920000,,INSIDER CONDOS INC.,11/7/2023,,1/2/2024,"19 Western Battery st, Toronto, ON, Canada","19 Western Battery Rd, Toronto, ON M6K 0E3, Canada",43.6397197,-79.4113714
Toronto,Toronto C01,Bay Street Corridor,2421,,6,1406,386,Yonge,386 Yonge St E 1406‚ Toronto,M5B 0A5,1,,1,1,1,,Condo Apt‚ Apartment,500-599,,TER,E,,0,Owned,,414.66,2731.72,C7252326,10/27/2023,669000,669000,669000,,,,,69,518,,,1/4/2024,1/4/2024,211030185,,NU STREAM REALTY (TORONTO) INC.,10/27/2023,,1/4/2024,"386 Yonge st, Toronto, ON, Canada","386 Yonge St, Toronto, ON M5B 0A5, Canada",43.6591107,-79.3836104
Toronto,Toronto C01,Waterfront Communities C1,2097,Panorama,15,318,38,Dan Leckie,38 Dan Leckie Way 318‚ Toronto,M5V 2V6,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,700-799,,TER,S,Y,1,,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Sauna, Visitor Parking",460.26,2465.21,C7007750,9/18/2023,699999,670000,670000,,,,,109,Floor Plans,,,1/5/2024,1/5/2024,130970000,,UNION REALTY BROKERAGE INC.,9/18/2023,,1/5/2024,"38 Dan Leckie st, Toronto, ON, Canada","38 Dan Leckie Way, Toronto, ON M5V 2V6, Canada",43.6374607,-79.3979259
Toronto,Toronto C01,Niagara,2181,Neptune South Condos,1,601,215,Fort York,215 Fort York Blvd 601‚ Toronto,M5V 4A2,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,600-699,2024-11-15 0:00,TER,E,Y,1,Owned,"Concierge, Exercise Room, Guest Suites, Indoor Pool, Party/Meeting Room, Visitor Parking",624.92,2458.55,C7039772,9/28/2023,675000,675000,675000,,,,,98,690+60 Sf Balcony Per Floor Plan,,,1/3/2024,1/3/2024,761810225,1.90E+14,REAL BROKER ONTARIO LTD.,9/27/2023,,1/3/2024,"215 Fort York st, Toronto, ON, Canada","215 Fort York Blvd, Toronto, ON M5V 4A2, Canada",43.6366434,-79.4046054
Toronto,Toronto C01,Niagara,2322,,10,1307,85,East Liberty,85 East Liberty St 1307‚ Toronto,M6K 3R4,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,600-699,,EXP,E,Y,1,Owned,"Concierge, Exercise Room, Games Room, Guest Suites, Gym, Indoor Pool",519.41,2325.3,C7023994,9/22/2023,679000,679000,679000,,,,,100,Builder Plan,,,,,763220000,,FOREST HILL REAL ESTATE INC.,9/22/2023,,1/1/2024,"85 East Liberty st, Toronto, ON, Canada","85 E Liberty St, Toronto, ON M6K 3R4, Canada",43.6381606,-79.4155672
Toronto,Toronto C01,Waterfront Communities C1,1863,,7,3107,18,Yonge,18 Yonge St 3107‚ Toronto,M5E 1Z8,1,,1,1,1,Open,Condo Apt‚ Apartment,600-699,2024-11-15 0:00,EXP,Ne,Y,1,Owned,"Concierge, Exercise Room, Indoor Pool, Rooftop Deck/Garden, Sauna, Visitor Parking",501.86,2605.13,C6801734,9/8/2023,679000,679000,679000,,,,,114,Other,,,,,128630865,1.90E+14,RE/MAX ABOUTOWNE REALTY CORP.,9/8/2023,,1/1/2024,"18 Yonge st, Toronto, ON, Canada","18 Yonge St, Toronto, ON M5E 1Z8, Canada",43.6446048,-79.3765047
Toronto,Toronto C01,Waterfront Communities C1,2204,,9,2109,33,Bay,33 Bay St 2109‚ Toronto,M5J 2Z3,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,2024-11-15 0:00,EXP,S,,0,Owned,"Car Wash, Concierge, Indoor Pool",408.33,2790,C7223960,10/17/2023,699800,679800,679800,,,,,75,As Per Builder,,,,,128340000,,RE/MAX ONESTOP TEAM REALTY,10/17/2023,,1/1/2024,"33 Bay st, Toronto, ON, Canada","33 Bay St., Toronto, ON M5J 2Z3, Canada",43.6427875,-79.3771823
Toronto,Toronto C01,Waterfront Communities C1,1598,Waterclub,11,3511,8,York,8 York St 3511‚ Toronto,M5J 2Y2,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,700-799,,EXP,S,,0,,"Concierge, Games Room, Gym, Indoor Pool, Outdoor Pool, Party/Meeting Room",576.83,2631.78,C7226036,10/17/2023,699000,679900,679900,,,,,75,Floor Plan,,,,,126860000,1.90E+14,HARBOURSIDE REALTY CORP.,10/17/2023,,1/1/2024,"8 York st, Toronto, ON, Canada","8 York St, Toronto, ON M5J 2Y2, Canada",43.640542,-79.3809949
Toronto,Toronto C01,Niagara,1789,Tip Top Lofts,24,324,637,Lake Shore,637 Lake Shore Blvd 324‚ Toronto,M5V 3J6,1,,1,1,1,,Condo Apt‚ Loft,600-699,,Sold,E,,0,,"Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",421.48,2212,C7358084,12/15/2023,689900,680000,689900,680000,99,1/2/2024,3/4/2024,18,Previous Listing,,,,,127890000,,KELLER WILLIAMS REFERRED URBAN REALTY,12/15/2023,"BERKSHIRE HATHAWAY HOMESERVICES TORONTO REALTY, BROKERAGE",1/2/2024,"637 Lake Shore st, Toronto, ON, Canada","637 Lake Shore Blvd W, Toronto, ON M5V 3J6, Canada",43.6351374,-79.4019467
Toronto,Toronto C01,Waterfront Communities C1,2758,,1,901-W,27,Bathurst,27 Bathurst St 901-W‚ Toronto,M5V 0R1,1,1,1Ã‚Â +Ã‚Â 1,2,2,Open,Condo Apt‚ Apartment,600-699,0-5,Sold,Sw,,0,,,432.47,2718,C7315336,11/22/2023,709000,683000,709000,683000,96,1/4/2024,1/31/2024,43,"622+50 Balcony, Floor Pan",,,,,212400280,,RE/MAX REAL ESTATE CENTRE INC.,11/22/2023,"CENTURY 21 ATRIA REALTY INC., BROKERAGE",1/5/2024,"27 Bathurst st, Toronto, ON, Canada","27 Bathurst St, Toronto, ON M5V 0R1, Canada",43.6411056,-79.4011877
Toronto,Toronto C01,Bay Street Corridor,2529,,9,3909,70,Temperance,70 Temperance St 3909‚ Toronto,M5H 4E8,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,600-699,,SUS,S,,0,Owned,"Bbqs Allowed, Concierge, Gym, Media Room, Party/Meeting Room",426.39,2834.39,C7337714,12/4/2023,684999,684999,684999,,,,,30,Builder,1/3/2024,1/3/2024,,,765290000,,CONDOMAN REALTY INC.,12/4/2023,,1/3/2024,"70 Temperance st, Toronto, ON, Canada","70 Temperance St, Toronto, ON M5H 0B1, Canada",43.6505301,-79.3821482
Toronto,Toronto C01,Bay Street Corridor,2128,Crystal Blu,4,904,21,Balmuto,21 Balmuto St 904‚ Toronto,M4Y 1W4,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,600-699,2024-11-15 0:00,Sold,Sw,,0,,"Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",657.89,3222.8,C7240070,10/23/2023,749900,686000,710000,686000,97,12/4/2023,1/15/2024,42,Builder's Plan,,,,,761280166,1.90E+14,ZOLO REALTY,10/23/2023,"TRADEWORLD REALTY INC, BROKERAGE",1/4/2024,"21 Balmuto st, Toronto, ON, Canada","21 Balmuto St, Toronto, ON M4Y 1W4, Canada",43.6691686,-79.3873418
Toronto,Toronto C01,Kensington-Chinatown,2551,,23,827,297,College,297 College St 827‚ Toronto,M5T 0C2,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,500-599,0-5,EXP,Se,,0,,"Games Room, Media Room, Party/Meeting Room",461.06,2611.79,C6812168,9/12/2023,688000,688000,688000,,,,,110,As Per Builder,,,,,765510093,1.90E+14,"INTERNATIONAL REALTY FIRM, INC.",9/12/2023,,1/1/2024,"297 College st, Toronto, ON, Canada","297 College St, Toronto, ON M5T 0C2, Canada",43.6575255,-79.4015589
Toronto,Toronto C01,Kensington-Chinatown,1946,,1,201,96,St Patrick,96 St Patrick St 201‚ Toronto,M5T 1V2,1,,1,1,1,Terr,Condo Apt‚ Apartment,600-699,2024-11-15 0:00,EXP,E,,1,,"Bbqs Allowed, Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Visitor Parking",609.91,2685.09,C7246112,10/25/2023,688000,688000,688000,,,,,67,625 Per Seller,,,,,129460000,1.90E+14,HOMELIFE BROADWAY REALTY INC.,10/25/2023,,1/1/2024,"96 St Patrick st, Toronto, ON, Canada","96 St Patrick St, Toronto, ON M5T 1V2, Canada",43.6529107,-79.3899674
Toronto,Toronto C01,Waterfront Communities C1,2082,,10,910,55,Stewart,55 Stewart St 910‚ Toronto,M5V 2V1,1,,1,1,1,Open,Condo Apt‚ Apartment,600-699,,TER,N,,0,,"Concierge, Gym, Outdoor Pool, Rooftop Deck/Garden",575.36,2918.28,C7306278,11/17/2023,689900,689900,689900,,,,,47,622 Sq Ft As Per Mpac,,,1/2/2024,1/2/2024,130820244,1.90E+14,CENTURY 21 LEADING EDGE REALTY INC.,11/16/2023,,1/2/2024,"55 Stewart st, Toronto, ON, Canada","55 Stewart St, Toronto, ON M5V 2V1, Canada",43.6432934,-79.4013564
Toronto,Toronto C01,Waterfront Communities C1,2016,,6,607,25,Telegram,25 Telegram Mews 607‚ Toronto,M5V 3Z1,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,600-699,,TER,S,Y,1,Owned,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Sauna, Security Guard",495.15,2485.2,C7276326,11/6/2023,549000,690000,690000,,,,,56,Last Sale (670+38 Balcony),,,1/1/2024,1/1/2024,213940126,,MASTER`S CHOICE REALTY INC.,11/6/2023,,1/1/2024,"25 Telegram st, Toronto, ON, Canada","25 Telegram Mews, Toronto, ON M5V 3Z1, Canada",43.6411466,-79.3942468
Toronto,Toronto C01,Waterfront Communities C1,1989,,2,1402,600,Fleet,600 Fleet St 1402‚ Toronto,M5V 1B7,2,,2,2,1,Open,Condo Apt‚ Apartment,700-799,,TER,Se,,0,,,554.39,2252,C7225844,10/17/2023,695000,695000,695000,,,,,80,As Per Lanlord,,,1/4/2024,1/4/2024,129890000,,KELLER WILLIAMS REFERRED URBAN REALTY,10/16/2023,,1/4/2024,"600 Fleet st, Toronto, ON, Canada","600 Fleet St, Toronto, ON M5V 1B7, Canada",43.6368407,-79.40026
Toronto,Toronto C01,Niagara,2792,Zen Condos,8,2209,19,Western Battery,19 Western Battery Rd 2209‚ Toronto,M6K 0E3,2,1,2Ã‚Â +Ã‚Â 1,3,2,Open,Condo Apt‚ Apartment,700-799,0-5,Sold,W,,0,,"Concierge, Gym, Indoor Pool, Sauna, Security Guard",565,3044.87,C7360996,12/18/2023,709000,698000,709000,698000,98,1/7/2024,4/5/2024,22,As Per Builder's Floorplan,,,,,767920000,,HOMELIFE CULTURELINK REALTY INC.,12/16/2023,"ROYAL LEPAGE PLATINUM REALTY, BROKERAGE",1/5/2024,"19 Western Battery st, Toronto, ON, Canada","19 Western Battery Rd, Toronto, ON M6K 0E3, Canada",43.6397197,-79.4113714
Toronto,Toronto C01,Waterfront Communities C1,2764,Kingly,5,405,501,Adelaide,501 Adelaide St W 405‚ Toronto,M5V 1T4,1,,1,1,1,Open,Condo Apt‚ Apartment,600-699,0-5,TER,W,,0,Exclusive,"Bike Storage, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Security Guard",578.08,2786.83,C7257380,10/30/2023,698800,698800,698800,,,,,64,Builder Plans,,,1/2/2024,1/2/2024,767640016,1.90E+14,RE/MAX ABOUTOWNE REALTY CORP.,10/30/2023,,1/2/2024,"501 Adelaide st, Toronto, ON, Canada","501 Adelaide St W, Toronto, ON M5V 0R3, Canada",43.6454638,-79.4013019
Toronto,Toronto C01,Bay Street Corridor,2149,Lumiere Condominiums On Bay,9,2509,770,Bay,770 Bay St 2509‚ Toronto,M5G 0A6,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,,EXP,S,Y,0,Owned,"Bbqs Allowed, Concierge, Gym, Indoor Pool, Rooftop Deck/Garden, Visitor Parking",385.74,2725.06,C7046926,10/1/2023,699000,699000,699000,,,,,91,535 - Floorplan,,,,,761490303,1.90E+14,ROYAL LEPAGE IGNITE REALTY,10/1/2023,,1/1/2024,"770 Bay st, Toronto, ON, Canada","770 Bay St., Toronto, ON M5G 0A6, Canada",43.6600829,-79.3860086
Toronto,Toronto C01,Trinity-Bellwoods,2612,,3,Ph3,109,Wolseley,109 Wolseley St Ph3‚ Toronto,M6J 1K1,2,1,2Ã‚Â +Ã‚Â 1,3,2,Terr,Condo Apt‚ Loft,800-899,0-5,TER,E,Y,1,Exclusive,Security System,1174.66,4258.76,C7378630,1/4/2024,699000,699000,699000,,,,,1,879 Sqft Per Flr Plan,,,1/5/2024,1/5/2024,766120000,,CENTURY 21 LEADING EDGE REALTY INC.,1/4/2024,,1/5/2024,"109 Wolseley st, Toronto, ON, Canada","109 Wolseley St, Toronto, ON M6J 1K1, Canada",43.6479268,-79.4045798
Toronto,Toronto C01,Waterfront Communities C1,1810,,17,917,438,King,438 King St W 917‚ Toronto,M5V 3T9,2,,2,2,2,Open,Condo Apt‚ Apartment,700-799,2024-11-15 0:00,EXP,Ne,Y,1,Owned,"Concierge, Exercise Room, Games Room, Gym, Media Room, Party/Meeting Room",698.4,3134.39,C7202742,10/10/2023,699000,699000,699000,,,,,82,Per Builder Floor Plan,,,,,128100000,1.90E+14,RE/MAX PLUS CITY TEAM INC.,10/10/2023,,1/1/2024,"438 King st, Toronto, ON, Canada","438 King St W, Toronto, ON M5V 3T9, Canada",43.6457098,-79.3945777
Toronto,Toronto C01,Niagara,2832,,2,1202,30,Ordnance,30 Ordnance St 1202‚ Toronto,M6K 1A2,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,600-699,0-5,EXP,Sw,,1,Owned,"Concierge, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",579.2,2938.27,C7242208,10/23/2023,699900,699900,699900,,,,,69,Floor Plan,,,,,212410353,1.90E+14,AIMHOME REALTY INC.,10/23/2023,,1/1/2024,"30 Ordnance st, Toronto, ON, Canada","30 Ordnance St, Toronto, ON M6K 0C8, Canada",43.6398317,-79.4098558
Toronto,Toronto C01,Waterfront Communities C1,2157,Parade,9,3812,15,Iceboat,15 Iceboat Terr 3812‚ Toronto,M5V 4A5,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,600-699,,EXP,Nw,Y,1,,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Squash/Racquet Court, Visitor Parking",549.63,2274.9,C6810026,9/12/2023,699900,699900,699900,,,,,110,Builder Floor Plan,,,,,213940189,,HOMELIFE/GTA REALTY INC.,9/12/2023,,1/1/2024,"15 Iceboat st, Toronto, ON, Canada","15 Iceboat Terr, Toronto, ON M5V 4A5, Canada",43.6405556,-79.3968958
Toronto,Toronto C01,Waterfront Communities C1,719,,4,1504,250,Queens,250 Queens Quay W 1504‚ Toronto,M5J 2N2,1,1,1Ã‚Â +Ã‚Â 1,2,1,Encl,Condo Apt‚ Apartment,700-799,31-50,TER,Sw,,1,Exclusive,"Concierge, Gym, Rooftop Deck/Garden",738.8,2218.69,C7262888,11/1/2023,699900,699900,699900,,,,,63,Builders Floorplan,,,1/3/2024,1/3/2024,117190000,,ROYAL LEPAGE VISION REALTY,11/1/2023,,1/3/2024,"250 Queens st, Toronto, ON, Canada","250 Queen St W, Toronto, ON M5V 1Z7, Canada",43.6500404,-79.3909796
Toronto,Toronto C01,Waterfront Communities C1,2338,,16,917,20,John,20 John St 917‚ Toronto,M5V 0G5,1,,1,1,1,Open,Condo Apt‚ Apartment,500-599,2024-11-15 0:00,EXP,W,,0,Owned,"Concierge, Exercise Room, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room",500,3000,C6013921,4/6/2023,699900,699900,699900,,,,,269,569 Sf As Per Builder Plan,,,,,763380000,,"RE/MAX EXCEL REALTY LTD., BROKERAGE",4/6/2023,,1/1/2024,"20 John st, Toronto, ON, Canada","20 John St, Toronto, ON M5V 0G5, Canada",43.644515,-79.3891859
Toronto,Toronto C01,Niagara,1334,Metro Toronto,11,311,954,King,954 King St W 311‚ Toronto,M6K 1E5,1,1,1Ã‚Â +Ã‚Â 1,2,2,Open,Comm Element Condo‚ 2-Storey,600-699,16-30,EXP,S,,0,Owned,,730.09,2481.29,C6812446,9/12/2023,749000,699900,699900,,,,,112,Lbo,,,,,123340050,1.90E+14,RE/MAX ESCARPMENT REALTY INC.,9/12/2023,,1/3/2024,"954 King st, Toronto, ON, Canada","954 King St W, Toronto, ON M6K 3L9, Canada",43.6419611,-79.4135255
Toronto,Toronto C01,Waterfront Communities C1,2432,The Yards At Fort York,1,1901,20,Bruyeres Mews,20 Bruyeres Mews 1901‚ Toronto,M5V 0G8,1,1,1Ã‚Â +Ã‚Â 1,2,1,Open,Condo Apt‚ Apartment,600-699,,TER,Sw,Y,1,Owned,"Concierge, Guest Suites, Gym, Media Room, Party/Meeting Room, Visitor Parking",409,1945.5,C7283332,11/8/2023,705800,705800,705800,,,,,56,Mpac Buyer To Verify,,,1/2/2024,1/2/2024,214180264,,SUTTON GROUP-HERITAGE REALTY INC.,11/7/2023,,1/2/2024,"20 Bruyeres Mews st, Toronto, ON, Canada","20 Bruyeres Mews, Toronto, ON M5V 0G8, Canada",43.6375023,-79.4010365
Toronto,Toronto C01,Waterfront Communities C1,2206,M5V Condominiums,5,1005,375,King,375 King St W 1005‚ Toronto,M5V 1K5,1,1,1Ã‚Â +Ã‚Â 1,2,1,Terr,Condo Apt‚ Apartment,700-799,,EXP,E,Y,1,,,613.27,3304.7,C7207448,10/11/2023,709900,709900,709900,,,,,81,721 + 160 Terr = 881 Sqft,,,,,762060187,1.90E+14,SUTTON GROUP OLD MILL REALTY INC.,10/11/2023,,1/1/2024,"375 King st, Toronto, ON, Canada","375 King St W, Toronto, ON M5V 1K5, Canada",43.6457486,-79.3930826
Toronto,Toronto C01,Bay Street Corridor,2751,,10,2010,955,Bay,955 Bay St 2010‚ Toronto,M5S 2A2,1,,1,1,1,Open,Condo Apt‚ Apartment,0-499,,EXP,W,,0,,,365.12,2525.18,C7200198,10/7/2023,729900,709900,709900,,,,,85,Builders Floorplan 497 Sq Ft,,,,,767510000,,ROYAL LEPAGE VISION REALTY,10/7/2023,,1/1/2024,"955 Bay st, Toronto, ON, Canada","955 Bay St., Toronto, ON M5S 0C6, Canada",43.6646319,-79.3869529
Toronto,Toronto C01,Waterfront Communities C1,2009,,23,1723,4K,Spadina,4K Spadina Ave 1723‚ Toronto,M5V 3Y9,1,,1,1,1,Open,Condo Apt‚ Apartment,600-699,2024-11-15 0:00,EXP,W,Y,1,,"Concierge, Exercise Room, Gym, Indoor Pool, Party/Meeting Room, Security Guard",460.81,225201,C6766596,8/24/2023,549000,719000,719000,,,,,129,612 Sf + 50,,,,,130090319,1.90E+14,UNION CAPITAL REALTY,8/24/2023,,1/1/2024,"4K Spadina st, Toronto, ON, Canada","4K Spadina Ave., Toronto, ON M5V 3Y9, Canada",43.6411842,-79.3938495
